論文名稱(中文),畢業學年度,學位類別,作者,博碩士論文網址
SEAL：基於可信執行環境的終端語言模型之安全高效自適應分層,113,碩士,張紋慈,https://hdl.handle.net/11296/jmkv43
高能量聚焦磁場合併足部核心訓練對功能性扁平足族群之足部動態功能的影響,113,碩士,王翊國,https://hdl.handle.net/11296/9ud8w7
分析綠地對巴爾的摩市財產犯罪率的影響,113,碩士,李每喜,https://hdl.handle.net/11296/9jpfav
透過應收帳款與合約負債模型偵測營收管理行為： 以臺灣上市櫃公司為例,113,碩士,林愷育,https://hdl.handle.net/11296/9bpxe7
TLR7訊號所驅動的表觀遺傳重塑源自共同淋巴前驅細胞的樹突細胞發育,113,碩士,李遠志,https://hdl.handle.net/11296/2rz9cd
高階經理人之外國學經歷對薪酬的影響：以臺灣上市櫃公司為例,113,碩士,陳冠瑋,https://hdl.handle.net/11296/ukw2ym
基於休克爾-倫敦模型對磁場誘發佩爾斯不穩定性的分析:以輪烯為例,113,碩士,張詠晰,https://hdl.handle.net/11296/784d4t
桃園升格對宗親政治與婦女參政之影響,113,碩士,卓錦枝,https://hdl.handle.net/11296/t8848k
Z公司發展戰略研究,113,碩士,吳國偵,https://hdl.handle.net/11296/sdxm4w
台灣50成分股之淨零碳排放目標投資組合設計,113,碩士,江淙安,https://hdl.handle.net/11296/359q84
快消產業的品牌組合與競爭策略：以聯合利華為例,113,碩士,張議蘋,https://hdl.handle.net/11296/qs8nf5
平台型房仲企業 新聞價值共創之PRMAC架構,113,碩士,張旭嵐,https://hdl.handle.net/11296/9ddb33
台灣市場機構投資人注意力分散對股價同步性的影響,113,碩士,林郁皓,https://hdl.handle.net/11296/tvtd6m
董事會多樣性對企業 ESG 績效的影響,113,碩士,吳雨晉,https://hdl.handle.net/11296/t4rt9c
限制競爭私人執行及集體訴訟之研究──以美國及歐盟法制之比較為中心,113,碩士,鄭竣能,https://hdl.handle.net/11296/qw2thw
共軛高分子/奈米碳管複合材料應用於軟性熱電穿戴式裝置應用,113,博士,林柏伸,https://hdl.handle.net/11296/98h4df
疾病與邊疆——以北宋越南戰爭（981—1076）為例,113,碩士,劉政祐,https://hdl.handle.net/11296/dn7c74
共享單車存量流程之隨機建模與利潤最佳化應用,113,碩士,朱彥奇,https://hdl.handle.net/11296/kp9mvb
能量消散型石英晶體微天平對於共價有機框架在水相環境中藥物客體吸脫附過程之研究,113,碩士,鄭舒勻,https://hdl.handle.net/11296/4bmqev
印尼蘇拉瓦阿甘火山特殊稀土元素富集現象探討,113,碩士,黃子權,https://hdl.handle.net/11296/upzhdz
使用全基因組單核苷酸多型性探討台灣白線斑蚊的地景基因體學,113,碩士,張永朋,https://hdl.handle.net/11296/t7ue9z
2012至2023年臺、韓、中醫學論文發表於疑慮期刊之狀況,113,碩士,邱筱曼,https://hdl.handle.net/11296/p6253j
探討乳癌進程中透過表型可塑性適應代謝壓力之調控機制,113,博士,吳宜臻,https://hdl.handle.net/11296/9yguce
地域性電影發展之方案評選,113,碩士,張永昌,https://hdl.handle.net/11296/85dgwk
政治菁英、經濟國策與外交政策：以斯里蘭卡參與一帶一路前後的對外行為為例（2013-2022）,113,碩士,陳新侑,https://hdl.handle.net/11296/t44s5m
奉天幻夢1942,113,碩士,張文弢,https://hdl.handle.net/11296/65a87d
不同水文條件下泥砂輸出與水庫淤積之數值模擬研究-以石門水庫為例,113,碩士,劉尚融,https://hdl.handle.net/11296/j8a5pf
以一體化包立旋轉合成法降低基於運算表之量子電路最佳化流程中之雙量子邏輯閘增量,113,碩士,郭亦翔,https://hdl.handle.net/11296/rzr732
結合電力系統模擬與生命週期評估之臺灣能源轉型路徑探討——以OSeMOSYS模型為例,113,碩士,俞宏達,https://hdl.handle.net/11296/a3234m
宗教自由在臺灣兒少基督教安置機構的實踐與挑戰,113,碩士,吳邦豪,https://hdl.handle.net/11296/vjhj5m
臺灣菸酒市場之需求分析,113,碩士,楊軒靖,https://hdl.handle.net/11296/vkxm7g
AI人工智慧賦能的AR智慧眼鏡導入產業應用之商業計畫–  以台灣新創公司為例,113,碩士,蘇彥彰,https://hdl.handle.net/11296/xh469q
線上學習成效的關鍵指標,113,碩士,沈家齊,https://hdl.handle.net/11296/54knwt
從港產到合拍：《志明與春嬌》三部曲的本土語言文化策略,113,碩士,錢韵芝,https://hdl.handle.net/11296/pfrpq8
財務金融研究,113,博士,王邦瑜,https://hdl.handle.net/11296/hkr4n3
領域替代性與調節焦點對補償性消費策略的影響,113,碩士,黃暐婷,https://hdl.handle.net/11296/brx96g
運用內容相似度與大型語言模型提升轉推預測之表現,113,碩士,賴煒奇,https://hdl.handle.net/11296/pzknxk
以時域有限差分法分析近遠場轉換之電磁場共點與非共點排列,113,碩士,余詩辰,https://hdl.handle.net/11296/3jg4y8
企業推動女性職場計畫之策略思維與動機比較研究——以 Dell 與宏碁為例,113,碩士,張家嘉,https://hdl.handle.net/11296/9uce49
浮游動物及浮游植物間元素比不平衡影響海洋浮游動物群聚內之競爭優勢,113,碩士,陳  韡,https://hdl.handle.net/11296/s8w845
從利基到競爭-友華生技之經營發展策略分析,113,碩士,黃梓銜,https://hdl.handle.net/11296/82s552
骨盆活動度訓練結合穿戴式生理回饋系統對退化性腰椎疾病患者步態表現之影響,113,碩士,謝嘉佩,https://hdl.handle.net/11296/zzku7m
利用低樣本高通量 MOWChIP 系統剖析紫杉醇對三陰性乳癌治療中組蛋白修飾的表觀遺傳機制,113,碩士,鍾憶慈,https://hdl.handle.net/11296/27tba5
基於均勻稀疏採樣散射場資料及插值方法之D頻段單輸入多輸出電磁成像技術,113,碩士,林家琪,https://hdl.handle.net/11296/vwv4rr
異質介面電子結構用於半導體場效電晶體的 ALD Y2O3/GaAs介面研究,113,博士,陳婉馨,https://hdl.handle.net/11296/8vt2qd
從專利申請到價值實現：企業如何透過智慧財產權資產化提升競爭力,113,碩士,商千儀,https://hdl.handle.net/11296/y3j9cm
從醫學視角探討明清時期的飲食嗜好與疾病——以辛辣為例,113,碩士,黎俊澂,https://hdl.handle.net/11296/8ff35q
微電漿光譜法於重金屬檢測之酸化環境調控與基質干擾效應之研究,113,碩士,江依珍,https://hdl.handle.net/11296/y7tjru
基於 SimPoint/LLVM-MCA 效能分析的排隊理論資源分配方法,113,碩士,張盛翔,https://hdl.handle.net/11296/ak3r8u
台灣浮式離岸風電的宿命與起死回生：台法風電產業比較分析,113,碩士,賈凱,https://hdl.handle.net/11296/xq5v72
5G 非獨立雙無線電網路中的無線連結失效預測與自適 應頻段鎖定技術,113,碩士,楊士聖,https://hdl.handle.net/11296/x83nxc
mcpQ13 與 cheZ 對 Pseudomonas kribbensis XP1-6 化學趨向性及番茄根部定殖能力影響之研究,113,碩士,包典,https://hdl.handle.net/11296/4z484n
透過摻雜提升鉑合金的自旋軌道扭矩效率以降低切換電流密度,113,碩士,吉冠宇,https://hdl.handle.net/11296/82zt6b
二硫化鉬鐵電場效電晶體於記憶體的應用,113,碩士,吳昊陽,https://hdl.handle.net/11296/73q85w
性格特質與離職行為之關聯性探討：以大五人格為基礎的跨職類比較研究,113,碩士,花梓馨,https://hdl.handle.net/11296/a9judc
應用於天文接收機之Q頻段鏡像抑制降頻混頻器、可變增益功率放大器及毫米波除頻器之研究,113,碩士,陳聖鈞,https://hdl.handle.net/11296/svefxa
兒童雙語戶外營隊一小獵人,113,碩士,楊浩,https://hdl.handle.net/11296/a5vegf
童年逆境經驗對成年吸菸行為之影響,113,碩士,羅勻,https://hdl.handle.net/11296/7cmrn2
具幾何感知能力之圖對比學習框架,113,碩士,謝承恩,https://hdl.handle.net/11296/a923xy
含超分枝聚氨酯丙烯酸酯的新型3D列印義齒基底樹脂材料泡水之六個月期間材料機械性質評估,113,碩士,周昀瑩,https://hdl.handle.net/11296/asc587
2024-T3鋁合金鋯化成膜之腐蝕行為,113,碩士,岩子晅,https://hdl.handle.net/11296/3t5wm9
分散式路口管理中車對車通訊協定設計之分析,113,碩士,黃品淳,https://hdl.handle.net/11296/e2j29h
「電腦使用」於資訊檢索：類RAG流程在大型語言模型中的應用與比較,113,碩士,沈信宏,https://hdl.handle.net/11296/du8g8j
臨床與影像特色與動脈取栓後顯影劑引起的腦病風險,113,碩士,鄭雅文,https://hdl.handle.net/11296/h2yw94
臺灣現代主義長詩詩學與創作實踐（1950 年代-1960年代）,113,碩士,洪聖翔,https://hdl.handle.net/11296/6sjuwz
YouTube影音長短、擬社會互動與碳標籤知識對購買意願的影響：以碳標籤米產品影片為例,113,碩士,吳泰瑩,https://hdl.handle.net/11296/r83ufq
含錸聯吡啶錯合物之線性共軛高分子應用於光驅動二氧化碳還原反應,113,碩士,游伃宸,https://hdl.handle.net/11296/nakmum
應用同步定位與建圖技術於工業機器手臂之性能評估,113,碩士,廖婕妤,https://hdl.handle.net/11296/g5hzgq
《儀禮》士人寢廟空間及儀式交涉之研究——以冠、昏、喪、祭四禮為中心,113,碩士,鄭雨晏,https://hdl.handle.net/11296/ccqcfw
羽毛蛋白水解液及植物生長調節劑對青蔥栽培及土壤微生物相評估,113,碩士,翁湘晴,https://hdl.handle.net/11296/99cgex
乙醯化程度對植物木聚醣於腸道降解之影響,113,碩士,呂素妹,https://hdl.handle.net/11296/sp3bb2
樁型地震超材料面對近斷層之實驗與可行性研究,113,碩士,李奕承,https://hdl.handle.net/11296/d3w5z4
人工智慧與人類的未來,113,碩士,廖崧年,https://hdl.handle.net/11296/famav5
與世界對話：從民謠採集到臺灣音樂家的自我建構,113,博士,張琬琳,https://hdl.handle.net/11296/q4qh7a
針對時效性網路之零抖動可擴展線上排程,113,碩士,吳品佑,https://hdl.handle.net/11296/t32d5x
四氫皮質酮和其異構體對於神經母細胞瘤治療之研究,113,碩士,虞智凱,https://hdl.handle.net/11296/887g3m
醫療資訊化軟體企業的發展戰略研究 ─以J公司為例,113,碩士,楊佳木,https://hdl.handle.net/11296/9zap3n
折床工具機壓力預測之機器學習應用,113,碩士,高婉綺,https://hdl.handle.net/11296/bm2wzg
利用計算叢集優化 QAOA 的大規模模擬,113,碩士,邱信瑋,https://hdl.handle.net/11296/yrgkpd
論金融控股公司治理與提名委員會設置芻議,113,碩士,王鼎超,https://hdl.handle.net/11296/29zp95
周邊型肺部病灶：支氣管鏡檢中結合錐狀束電腦斷層衍生之強化螢光透視與支氣管刷檢的全面評估,113,博士,于鎧綸,https://hdl.handle.net/11296/865vtk
以時域有限差分法分析光子晶體波導中不同角度之彎曲線缺陷結構,113,碩士,許瑋芸,https://hdl.handle.net/11296/v29k2g
電信業透過銷售公有雲拓展海外市場,113,碩士,陳威元,https://hdl.handle.net/11296/82j7sd
寵物食品企業商業模式優化分析 —以XY動物食品有限公司為例,113,碩士,施軍輝,https://hdl.handle.net/11296/vwx53d
用於資訊提取任務的視覺文件生成,113,碩士,江子涵,https://hdl.handle.net/11296/d4z3rt
蝦皮店到店的競爭策略分析——從平台生態系到物流整合的成長模式,113,碩士,王怜理,https://hdl.handle.net/11296/a93xqg
以分子設計與溶液製程優化提升有機太陽能電池性能之研究,113,碩士,張嘉富,https://hdl.handle.net/11296/yt97wb
海洋真菌之幽隱炭團菌及草酸青黴菌的次級代謝物對EB病毒再活化的抑制,113,碩士,林友信,https://hdl.handle.net/11296/84v2k7
透過引導式查詢與指令高效適應 BLIP-2 以應用於少樣本多模態方面情感分析,113,碩士,王顗慈,https://hdl.handle.net/11296/daydhp
可轉債發行對台灣企業資本結構與公司價值之影響,113,碩士,王巽雍,https://hdl.handle.net/11296/hje75t
結合過濾原理與風機性能曲線之空氣清淨機效能優化研究,113,碩士,蔡珮瑤,https://hdl.handle.net/11296/7snn8k
環境體驗中感知危險架構之探討,113,博士,郭怡君,https://hdl.handle.net/11296/mkyfz8
基於層級貝葉斯模型之CPT土壤分類研究,113,碩士,李晑,https://hdl.handle.net/11296/vx4548
基於本地大型語言模型的門診對話臨床紀錄摘要,113,碩士,陳彥錞,https://hdl.handle.net/11296/ngx3b2
錳摻雜鈦酸鉍鈉鉀弛豫型鐵電薄膜之熱處理程序對其能量儲存及電性之影響,113,碩士,陳亭佑,https://hdl.handle.net/11296/bnhb6v
密聚米粒在微波加熱中極化電荷效應之物理探討,113,碩士,許展昱,https://hdl.handle.net/11296/t3b4c5
從工作壓力到工作福祉：寵物依附與心理抽離的角色分析,113,碩士,楊雨甄,https://hdl.handle.net/11296/5888n7
WellSea (Thailand): 泰國的全人健康中心,113,碩士,姚寶玉,https://hdl.handle.net/11296/mstqxu
無住一心本覺 －《金剛三昧經論》思想探析,113,碩士,傅嘉祺,https://hdl.handle.net/11296/q7gv7p
流線型形狀阻力之修正模型：計算與實驗分析,113,碩士,張鈞淳,https://hdl.handle.net/11296/74w8p4
以數值分析探討不同降雨重現期下光華地區地下水變化及邊坡變形行為,113,碩士,溫靖瑀,https://hdl.handle.net/11296/zrtv22
臺灣近現代校園空間的起源考察：日本時代臺北市公、小學校校園的構築歷程,113,碩士,張沛齊,https://hdl.handle.net/11296/m7gap4
太陽能發電效率與地理環境因子影響分析,113,碩士,江彥榮,https://hdl.handle.net/11296/dez8u3
臺灣銀行業國際化與績效表現：持股結構之調節效果,113,碩士,蕭逸瑋,https://hdl.handle.net/11296/f8948t
未婚女性在異性戀愛情親密關係中同居空間經驗及親密展現,113,碩士,邱士倫,https://hdl.handle.net/11296/yg98cc
伺服沖床運動曲線對超高強度鋼板沖壓成形特性影響之研究,113,碩士,楊順吉,https://hdl.handle.net/11296/8478qz
釐清SLK是否不依賴其激酶功能調控Ezrin與actin,113,碩士,楊惠文,https://hdl.handle.net/11296/mrda4r
提升地緣政治風險評估：以台灣為應用案例的創新大型語言模型方法,113,碩士,何主恩,https://hdl.handle.net/11296/vbb82q
利用HL-60細胞模型探討多白胺酸重複激酶2在 嗜中性球功能中所參與的機制,113,碩士,蘇如沛,https://hdl.handle.net/11296/84n6mj
CD8+ T細胞保守性抗原於HLA轉基因小鼠流感病毒感染中之免疫主導階層與保護性研究,113,碩士,蘇怡瑄,https://hdl.handle.net/11296/s4972s
清代筆記小說中的精怪與鬼魅——以《諧鐸》、《履園叢話》、《庸庵筆記》為主,113,碩士,劉若方崢,https://hdl.handle.net/11296/4zj89y
結合流形學習與 Graphical Lasso 之投資組合與風險分散策略,113,碩士,李晨榕,https://hdl.handle.net/11296/45rpdk
應用於多模態情感分析與情緒識別之衝突感知融合模型,113,碩士,陳鳳儀,https://hdl.handle.net/11296/8fuwhy
雷射誘發透明冷卻銣-87,113,碩士,粘德辰,https://hdl.handle.net/11296/afjw98
具備熱活化延遲螢光之吖啶-喹唑啉綠色發光體以及三重態-三重態融合特性之芘基-三苯基鄰三聯苯藍色發光體應用於有機發光二極體研究,113,碩士,陳劭安,https://hdl.handle.net/11296/6696j9
應用氧化鈣輔助蒸氣氣化將枝條轉生質能之潛力評估,113,碩士,林德楷,https://hdl.handle.net/11296/af9643
論台灣史的史料翻譯 ： 以陳政三《征臺紀事》譯本為例,113,碩士,孟令偉,https://hdl.handle.net/11296/8se4m8
二維複合材料之介質常數與熱導特性分析研究,113,碩士,祁廣昀,https://hdl.handle.net/11296/3hvw54
茄科作物成熟度分類模型的深度學習與色彩空間轉換研究,113,碩士,廖佑華,https://hdl.handle.net/11296/vc342e
通往多環二氮二硼啉的新型碳碳鍵形成反應,113,碩士,郭宇宸,https://hdl.handle.net/11296/xn7786
